"sector_code","sector","mda_code","mda","sub_code","sub_mda","category_code","category","item_code","item","budget_type","amount","year"
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",1034684,2019
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",1309320,2020
100,"Administration",103,"Office of the Prime Minister",10302,"Environment Directorate",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",346692,2019
100,"Administration",104,"Ministry of Foreign Affairs",10401,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",1310880,2018
100,"Administration",104,"Ministry of Foreign Affairs",10401,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",1361340,2019
100,"Administration",104,"Ministry of Foreign Affairs",10401,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",1448064,2020
100,"Administration",104,"Ministry of Foreign Affairs",10402,"Embassies",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",1358280,2018
100,"Administration",104,"Ministry of Foreign Affairs",10402,"Embassies",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",1402380,2019
100,"Administration",104,"Ministry of Foreign Affairs",10402,"Embassies",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",1596420,2020
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",3933572,2018
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",3985496,2019
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",4071876,2020
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",799725,2018
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",787680,2019
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",754320,2020
100,"Administration",105,"Ministry of Finance",10504,"Directorate of Financial Reporting Center",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",243039,2018
100,"Administration",105,"Ministry of Finance",10504,"Directorate of Financial Reporting Center",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",243252,2019
100,"Administration",105,"Ministry of Finance",10504,"Directorate of Financial Reporting Center",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",243252,2020
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",847369,2018
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",899736,2019
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",890916,2020
100,"Administration",107,"Ministry of Interior and Federal Affairs",10701,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",1215708,2018
100,"Administration",107,"Ministry of Interior and Federal Affairs",10701,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",1230108,2019
100,"Administration",107,"Ministry of Interior and Federal Affairs",10701,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",1221168,2020
100,"Administration",107,"Ministry of Interior and Federal Affairs",10702,"Somali Refugee and IDPs Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",326655,2018
100,"Administration",107,"Ministry of Interior and Federal Affairs",10702,"Somali Refugee and IDPs Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",337680,2019
100,"Administration",107,"Ministry of Interior and Federal Affairs",10702,"Somali Refugee and IDPs Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",357696,2020
100,"Administration",108,"Ministry of Endowment and Religious Affairs",10801,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",535242,2018
100,"Administration",108,"Ministry of Endowment and Religious Affairs",10801,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",568500,2019
100,"Administration",108,"Ministry of Endowment and Religious Affairs",10801,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",570876,2020
100,"Administration",109,"Ministry of Justice",10901,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",325920,2018
100,"Administration",109,"Ministry of Justice",10901,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",379788,2019
100,"Administration",109,"Ministry of Justice",10901,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",399804,2020
100,"Administration",109,"Ministry of Justice",10902,"Custodian Corps",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",2576000,2018
100,"Administration",109,"Ministry of Justice",10902,"Custodian Corps",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",3943200,2019
100,"Administration",109,"Ministry of Justice",10902,"Custodian Corps",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",5336760,2020
100,"Administration",110,"Judicial Authorities",11001,"Supreme Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",242424,2018
100,"Administration",110,"Judicial Authorities",11001,"Supreme Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",265944,2019
100,"Administration",110,"Judicial Authorities",11001,"Supreme Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",282444,2020
100,"Administration",110,"Judicial Authorities",11002,"Banaadir Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",953232,2018
100,"Administration",110,"Judicial Authorities",11002,"Banaadir Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",953232,2019
100,"Administration",110,"Judicial Authorities",11002,"Banaadir Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",903792,2020
100,"Administration",110,"Judicial Authorities",11003,"Appeal Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",119499,2018
100,"Administration",110,"Judicial Authorities",11003,"Appeal Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",121704,2019
100,"Administration",110,"Judicial Authorities",11003,"Appeal Court",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",176124,2020
100,"Administration",110,"Judicial Authorities",11005,"Judiciary Service Committee",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",64032,2018
100,"Administration",110,"Judicial Authorities",11005,"Judiciary Service Committee",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",75792,2019
100,"Administration",110,"Judicial Authorities",11005,"Judiciary Service Committee",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",147168,2020
100,"Administration",111,"Attorney General",11101,"Attorny General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",591824,2018
100,"Administration",111,"Attorney General",11101,"Attorny General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",634068,2019
100,"Administration",111,"Attorney General",11101,"Attorny General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",593808,2020
100,"Administration",112,"Solicitor General",11201,"Solicitor General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",242294,2018
100,"Administration",112,"Solicitor General",11201,"Solicitor General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",259224,2019
100,"Administration",112,"Solicitor General",11201,"Solicitor General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",265764,2020
100,"Administration",113,"Auditor General",11301,"Auditor General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",648484,2018
100,"Administration",113,"Auditor General",11301,"Auditor General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",725604,2019
100,"Administration",113,"Auditor General",11301,"Auditor General's Office",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",716904,2020
100,"Administration",114,"Ministry of Humanitarian and Disaster Mgt",11401,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",452890,2018
100,"Administration",114,"Ministry of Humanitarian and Disaster Mgt",11401,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",729852,2019
100,"Administration",114,"Ministry of Humanitarian and Disaster Mgt",11401,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",720012,2020
100,"Administration",115,"Ministry of Constitution",11501,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",162231,2018
100,"Administration",115,"Ministry of Constitution",11501,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",225168,2019
100,"Administration",115,"Ministry of Constitution",11501,"Ministry",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",225168,2020
100,"Administration",116,"Special Commissions",11601,"Boundaries and Federation Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",100128,2018
100,"Administration",116,"Special Commissions",11601,"Boundaries and Federation Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",100128,2019
100,"Administration",116,"Special Commissions",11601,"Boundaries and Federation Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",100128,2020
100,"Administration",116,"Special Commissions",11602,"National Reconciliation Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",66732,2018
100,"Administration",116,"Special Commissions",11602,"National Reconciliation Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",66732,2019
100,"Administration",116,"Special Commissions",11602,"National Reconciliation Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",66732,2020
100,"Administration",116,"Special Commissions",11603,"National Independent Electoral Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",13800,2018
100,"Administration",116,"Special Commissions",11603,"National Independent Electoral Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",13800,2019
100,"Administration",116,"Special Commissions",11603,"National Independent Electoral Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",13800,2020
100,"Administration",116,"Special Commissions",11605,"Independent Constitution Review and Impl. Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",62226,2018
100,"Administration",116,"Special Commissions",11605,"Independent Constitution Review and Impl. Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",57816,2019
100,"Administration",116,"Special Commissions",11605,"Independent Constitution Review and Impl. Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",57816,2020
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Actuals",156543,2018
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Supplemental",169719,2019
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2111,"Wages and salaries in cash","Adopted",163104,2020
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",21,"Compensation of employees",2112,"Allowances in cash","Actuals",985300,2018
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",2147200,2019
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",21,"Compensation of employees",2112,"Allowances in cash","Adopted",2913960,2020
100,"Administration",102,"Parliament",10201,"Office of Speaker (People's House)",21,"Compensation of employees",2112,"Allowances in cash","Actuals",1023600,2018
100,"Administration",102,"Parliament",10201,"Office of Speaker (People's House)",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",1018800,2019
100,"Administration",102,"Parliament",10201,"Office of Speaker (People's House)",21,"Compensation of employees",2112,"Allowances in cash","Adopted",977700,2020
100,"Administration",102,"Parliament",10202,"Member of Parliament (People's House)",21,"Compensation of employees",2112,"Allowances in cash","Actuals",13584000,2018
100,"Administration",102,"Parliament",10202,"Member of Parliament (People's House)",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",13730400,2019
100,"Administration",102,"Parliament",10202,"Member of Parliament (People's House)",21,"Compensation of employees",2112,"Allowances in cash","Adopted",13783200,2020
100,"Administration",102,"Parliament",10203,"Upper House (Senate)",21,"Compensation of employees",2112,"Allowances in cash","Actuals",3073200,2018
100,"Administration",102,"Parliament",10203,"Upper House (Senate)",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",3031200,2019
100,"Administration",102,"Parliament",10203,"Upper House (Senate)",21,"Compensation of employees",2112,"Allowances in cash","Adopted",3031200,2020
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2112,"Allowances in cash","Actuals",904800,2018
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",855600,2019
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2112,"Allowances in cash","Adopted",904800,2020
100,"Administration",103,"Office of the Prime Minister",10302,"Environment Directorate",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",49200,2019
100,"Administration",104,"Ministry of Foreign Affairs",10401,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",279582,2018
100,"Administration",104,"Ministry of Foreign Affairs",10401,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",514000,2019
100,"Administration",104,"Ministry of Foreign Affairs",10401,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",520800,2020
100,"Administration",104,"Ministry of Foreign Affairs",10402,"Embassies",21,"Compensation of employees",2112,"Allowances in cash","Actuals",2049600,2018
100,"Administration",104,"Ministry of Foreign Affairs",10402,"Embassies",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",2202535,2019
100,"Administration",104,"Ministry of Foreign Affairs",10402,"Embassies",21,"Compensation of employees",2112,"Allowances in cash","Adopted",2398200,2020
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",1840094,2018
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",2062853,2019
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",3092195,2020
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2112,"Allowances in cash","Actuals",139800,2018
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",167400,2019
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2112,"Allowances in cash","Adopted",201960,2020
100,"Administration",105,"Ministry of Finance",10504,"Directorate of Financial Reporting Center",21,"Compensation of employees",2112,"Allowances in cash","Actuals",192900,2018
100,"Administration",105,"Ministry of Finance",10504,"Directorate of Financial Reporting Center",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",265200,2019
100,"Administration",105,"Ministry of Finance",10504,"Directorate of Financial Reporting Center",21,"Compensation of employees",2112,"Allowances in cash","Adopted",265200,2020
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",193200,2018
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",195600,2019
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",590880,2020
100,"Administration",107,"Ministry of Interior and Federal Affairs",10701,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",301600,2018
100,"Administration",107,"Ministry of Interior and Federal Affairs",10701,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",420300,2019
100,"Administration",107,"Ministry of Interior and Federal Affairs",10701,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",469200,2020
100,"Administration",107,"Ministry of Interior and Federal Affairs",10702,"Somali Refugee and IDPs Commission",21,"Compensation of employees",2112,"Allowances in cash","Actuals",110904,2018
100,"Administration",107,"Ministry of Interior and Federal Affairs",10702,"Somali Refugee and IDPs Commission",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",166104,2019
100,"Administration",107,"Ministry of Interior and Federal Affairs",10702,"Somali Refugee and IDPs Commission",21,"Compensation of employees",2112,"Allowances in cash","Adopted",193668,2020
100,"Administration",108,"Ministry of Endowment and Religious Affairs",10801,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",222000,2018
100,"Administration",108,"Ministry of Endowment and Religious Affairs",10801,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",342000,2019
100,"Administration",108,"Ministry of Endowment and Religious Affairs",10801,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",342000,2020
100,"Administration",109,"Ministry of Justice",10901,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",171082,2018
100,"Administration",109,"Ministry of Justice",10901,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",148800,2019
100,"Administration",109,"Ministry of Justice",10901,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",148800,2020
100,"Administration",110,"Judicial Authorities",11001,"Supreme Court",21,"Compensation of employees",2112,"Allowances in cash","Actuals",235500,2018
100,"Administration",110,"Judicial Authorities",11001,"Supreme Court",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",258000,2019
100,"Administration",110,"Judicial Authorities",11001,"Supreme Court",21,"Compensation of employees",2112,"Allowances in cash","Adopted",258000,2020
100,"Administration",110,"Judicial Authorities",11002,"Banaadir Court",21,"Compensation of employees",2112,"Allowances in cash","Actuals",350400,2018
100,"Administration",110,"Judicial Authorities",11002,"Banaadir Court",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",343200,2019
100,"Administration",110,"Judicial Authorities",11002,"Banaadir Court",21,"Compensation of employees",2112,"Allowances in cash","Adopted",351600,2020
100,"Administration",110,"Judicial Authorities",11003,"Appeal Court",21,"Compensation of employees",2112,"Allowances in cash","Actuals",63900,2018
100,"Administration",110,"Judicial Authorities",11003,"Appeal Court",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",68400,2019
100,"Administration",110,"Judicial Authorities",11003,"Appeal Court",21,"Compensation of employees",2112,"Allowances in cash","Adopted",82644,2020
100,"Administration",110,"Judicial Authorities",11005,"Judiciary Service Committee",21,"Compensation of employees",2112,"Allowances in cash","Actuals",17600,2018
100,"Administration",110,"Judicial Authorities",11005,"Judiciary Service Committee",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",24000,2019
100,"Administration",110,"Judicial Authorities",11005,"Judiciary Service Committee",21,"Compensation of employees",2112,"Allowances in cash","Adopted",24000,2020
100,"Administration",111,"Attorney General",11101,"Attorny General's Office",21,"Compensation of employees",2112,"Allowances in cash","Actuals",170000,2018
100,"Administration",111,"Attorney General",11101,"Attorny General's Office",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",222200,2019
100,"Administration",111,"Attorney General",11101,"Attorny General's Office",21,"Compensation of employees",2112,"Allowances in cash","Adopted",225600,2020
100,"Administration",112,"Solicitor General",11201,"Solicitor General's Office",21,"Compensation of employees",2112,"Allowances in cash","Actuals",74400,2018
100,"Administration",112,"Solicitor General",11201,"Solicitor General's Office",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",74400,2019
100,"Administration",112,"Solicitor General",11201,"Solicitor General's Office",21,"Compensation of employees",2112,"Allowances in cash","Adopted",84000,2020
100,"Administration",113,"Auditor General",11301,"Auditor General's Office",21,"Compensation of employees",2112,"Allowances in cash","Actuals",72000,2018
100,"Administration",113,"Auditor General",11301,"Auditor General's Office",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",73200,2019
100,"Administration",113,"Auditor General",11301,"Auditor General's Office",21,"Compensation of employees",2112,"Allowances in cash","Adopted",67200,2020
100,"Administration",114,"Ministry of Humanitarian and Disaster Mgt",11401,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",214000,2018
100,"Administration",114,"Ministry of Humanitarian and Disaster Mgt",11401,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",176400,2019
100,"Administration",114,"Ministry of Humanitarian and Disaster Mgt",11401,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",185220,2020
100,"Administration",115,"Ministry of Constitution",11501,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Actuals",113600,2018
100,"Administration",115,"Ministry of Constitution",11501,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",111600,2019
100,"Administration",115,"Ministry of Constitution",11501,"Ministry",21,"Compensation of employees",2112,"Allowances in cash","Adopted",96420,2020
100,"Administration",116,"Special Commissions",11601,"Boundaries and Federation Commission",21,"Compensation of employees",2112,"Allowances in cash","Actuals",424800,2018
100,"Administration",116,"Special Commissions",11601,"Boundaries and Federation Commission",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",438720,2019
100,"Administration",116,"Special Commissions",11601,"Boundaries and Federation Commission",21,"Compensation of employees",2112,"Allowances in cash","Adopted",438720,2020
100,"Administration",116,"Special Commissions",11602,"National Reconciliation Commission",21,"Compensation of employees",2112,"Allowances in cash","Actuals",368400,2018
100,"Administration",116,"Special Commissions",11602,"National Reconciliation Commission",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",368400,2019
100,"Administration",116,"Special Commissions",11602,"National Reconciliation Commission",21,"Compensation of employees",2112,"Allowances in cash","Adopted",368400,2020
100,"Administration",116,"Special Commissions",11603,"National Independent Electoral Commission",21,"Compensation of employees",2112,"Allowances in cash","Actuals",1024454,2018
100,"Administration",116,"Special Commissions",11603,"National Independent Electoral Commission",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",2049540,2019
100,"Administration",116,"Special Commissions",11603,"National Independent Electoral Commission",21,"Compensation of employees",2112,"Allowances in cash","Adopted",2049540,2020
100,"Administration",116,"Special Commissions",11605,"Independent Constitution Review and Impl. Commission",21,"Compensation of employees",2112,"Allowances in cash","Actuals",540000,2018
100,"Administration",116,"Special Commissions",11605,"Independent Constitution Review and Impl. Commission",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",540000,2019
100,"Administration",116,"Special Commissions",11605,"Independent Constitution Review and Impl. Commission",21,"Compensation of employees",2112,"Allowances in cash","Adopted",540000,2020
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2112,"Allowances in cash","Actuals",549600,2018
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2112,"Allowances in cash","Supplemental",553200,2019
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2112,"Allowances in cash","Adopted",558000,2020
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2122,"Imputed Social Contributions","Actuals",306060,2018
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",21,"Compensation of employees",2131,"Other employee costs","Actuals",211835,2018
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",21,"Compensation of employees",2131,"Other employee costs","Supplemental",350170,2019
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",21,"Compensation of employees",2131,"Other employee costs","Adopted",154980,2020
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2131,"Other employee costs","Actuals",218310,2018
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2131,"Other employee costs","Supplemental",203904,2019
100,"Administration",103,"Office of the Prime Minister",10301,"Office of the Prime Minister",21,"Compensation of employees",2131,"Other employee costs","Adopted",190800,2020
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2131,"Other employee costs","Actuals",457752,2018
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2131,"Other employee costs","Supplemental",532765,2019
100,"Administration",105,"Ministry of Finance",10501,"Ministry",21,"Compensation of employees",2131,"Other employee costs","Adopted",460380,2020
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2131,"Other employee costs","Actuals",245969,2018
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2131,"Other employee costs","Supplemental",323925,2019
100,"Administration",105,"Ministry of Finance",10502,"Accountant General",21,"Compensation of employees",2131,"Other employee costs","Adopted",316740,2020
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2131,"Other employee costs","Actuals",216530,2018
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2131,"Other employee costs","Supplemental",269222,2019
100,"Administration",106,"Ministry of Planning and Economic Development",10601,"Ministry",21,"Compensation of employees",2131,"Other employee costs","Adopted",232920,2020
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2131,"Other employee costs","Actuals",378440,2018
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2131,"Other employee costs","Supplemental",553645,2019
100,"Administration",116,"Special Commissions",11606,"National Civil Service Commission",21,"Compensation of employees",2131,"Other employee costs","Adopted",559020,2020
100,"Administration",105,"Ministry of Finance",10503,"Other Activities of the State",21,"Compensation of employees",2131,"Arrears on Allowances","Supplemental",2612378,2019
100,"Administration",105,"Ministry of Finance",10503,"Other Activities of the State",21,"Compensation of employees",2131,"Arrears on Allowances","Adopted",2524208,2020
100,"Administration",101,"Office of the Presidency",10101,"Office of the Presidency",22,"Use of goods and services",2211,"Utilities","Actuals",112125,2018
